index,text,cleaned_text,sentiment
8133,"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…",rt @ mzdivah67 : watching # gopdebates seems like # blacklivesdontmatter bashing pbo `` failed policy '' impo…,negative
8134,"RT @MsPackyetti: Donald Trump's campaign reveals 1 important thing: Twitter Trolls are real people.

And they vote. 

That should scare eve…",rt @ mspackyetti : donald trump 's campaign reveals 1 important thing : twitter troll real people . vote . scare eve…,negative
8135,"#Toughchoices for today's conservative woman: am I a fat pig, an incubator, or just irrelevant? #GOPDebate #GOPmisogyny #brightfutures","# toughchoices today 's conservative woman : fat pig , incubator , irrelevant ? # gopdebate # gopmisogyny # brightfutures",positive
8136,"http://t.co/OvG0auASYi... oh my, really? y'all thought @realDonaldTrump won last nights #GOPDebate","http : //t.co/ovg0auasyi ... oh , really ? y'all thought @ realdonaldtrump last night # gopdebate",positive
8137,Moving on from the #GOPDebates to #Rectify Daniel Holden,moving # gopdebates # rectify daniel holden,positive
8138,#GOPDebates I'll be surprised if @JohnKasich doesn't jump into the top 5 after tonight,# gopdebates 'll surprised @ johnkasich n't jump top 5 tonight,positive
8139,RT @Roxsett27573: Why is #outnumbered trying to make the #GOPDebate more exciting than it was? @foxnews has all shows promoting the weak de…,rt @ roxsett27573 : # outnumbered trying make # gopdebate exciting ? @ foxnews show promoting weak de…,positive
8140,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,rt @ wilberforce91 : one favorite thing # gopdebates many candidate 've seen person . thanks @ libertyu & amp ; …,positive
8141,Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,perhaps 'll talk racism 're asked god told # blackliveematter # gopdebates,negative
8142,"Ben Carson, Ted Cruz, and you-know-who won the Google search war http://t.co/tYQVy0Bhup

@realBenCarson #GOPDebate","ben carson , ted cruz , you-know-who google search war http : //t.co/tyqvy0bhup @ realbencarson # gopdebate",negative
8143,$40 for a blowjob...plus tax. #GOPDebates,$ 40 blowjob ... plus tax . # gopdebates,positive
8144,RT @etammykim: .@allDigitocracy There was SO little #talkpoverty in the #GOPDebate. The closest we got was Kasich defending OH's Medicaid e…,rt @ etammykim : . @ alldigitocracy little # talkpoverty # gopdebate . closest got kasich defending oh 's medicaid e…,positive
8145,"@JanelleMonae with a summation of my #GOPDebate feelings. 

#reprorights #reprofreedom #misogynyisnothonesty http://t.co/ySFeN4uk89",@ janellemonae summation # gopdebate feeling . # reprorights # reprofreedom # misogynyisnothonesty http : //t.co/ysfen4uk89,positive
8146,Muting that #hashtag almost broke my #twitter #263removed #GOPDebates  #willmytweetbemuted?,muting # hashtag almost broke # twitter # 263removed # gopdebates # willmytweetbemuted ?,negative
8147,Dr Ben Carson: United (not divided) States of America #GOPDebate #GOPDebates,dr ben carson : united ( divided ) state america # gopdebate # gopdebates,positive
8148,RT @shannonrwatts: Over 90% of Americans want lawmakers to close background check loopholes for gun sales. Do #GOPDebate candidates agree? …,rt @ shannonrwatts : 90 % american want lawmaker close background check loophole gun sale . # gopdebate candidate agree ? …,positive
8149,My biggest take away from #GOPDebate is that Chris Christie and Scott Walker are even more insufferable than I gave them credit for.,biggest take away # gopdebate chris christie scott walker even insufferable gave credit .,positive
8150,#GOPDebate Did #foxnews actually ask a political issue question last night?,# gopdebate # foxnews actually ask political issue question last night ?,positive
8151,hadiyah: Lets see Jeb Bush try to solve a Common Core math problem. #GOPDebate,hadiyah : let see jeb bush try solve common core math problem . # gopdebate,negative
8152,"RT @RudyHavenstein: Chris Christie, shown here swallowing a fly during Thursday's #GOPDebate #OhGodMakeItStop2015 http://t.co/z2VX3CRiDr","rt @ rudyhavenstein : chris christie , shown swallowing fly thursday 's # gopdebate # ohgodmakeitstop2015 http : //t.co/z2vx3cridr",positive
8153,So God it it wrong 16 times #GOPDebates if all were told God told them to run !!,god wrong 16 time # gopdebates told god told run ! !,positive
8154,"Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate","trump think criticism misogynistic remark `` political correctness '' problem . nope , 's pervasive # sexism problem . # gopdebate",negative
8155,At least #DonaldTrump can make you laugh. Hope Americans can see beyond that. Trouble in paradise orelse #GOPDebate  https://t.co/0DiB68mbJn,least # donaldtrump make laugh . hope american see beyond . trouble paradise orelse # gopdebate http : //t.co/0dib68mbjn,positive
8156,RT @lizzwinstead: These are the most boring match dot com profiles ever. #GOPDebate,rt @ lizzwinstead : boring match dot com profile ever . # gopdebate,negative
8157,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : anyone else want punch chris wallace face ? # gopdebate # gopdebates 🇺🇸,positive
8158,RT @Mauxes_: The #GOPDebate candidates honestly terrify me because if one is actually elected our country will be fucked.,rt @ mauxes_ : # gopdebate candidate honestly terrify one actually elected country fucked .,negative
8159,Marco Rubio is the only one on stage who sounds like he knows what he's talking about. #GOPDebates,marco rubio one stage sound like know 's talking . # gopdebates,positive
8160,There should be more #GOPDebates ! This is so entertaining!,# gopdebates ! entertaining !,positive
8161,RT @P0TUS: #GOPDebate closing statements: http://t.co/S15NLilLso,rt @ p0tus : # gopdebate closing statement : http : //t.co/s15nlillso,positive
8162,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,rt @ ericstonestreet : trump cam hand . # gopdebates,positive
8163,RT @queertardo: @Salon 2nd Favorite #GOPDebate Meme on internet! http://t.co/RnYUvlHv4D,rt @ queertardo : @ salon 2nd favorite # gopdebate meme internet ! http : //t.co/rnyuvlhv4d,positive
8164,"Watching the #GOPDebate, are #GOP candidates #deluded or simply #idiots with zero understanding of international... http://t.co/0p808Jghri","watching # gopdebate , # gop candidate # deluded simply # idiot zero understanding international ... http : //t.co/0p808jghri",negative
8165,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : would never know @ realdonaldtrump frontrunner watching debate . 🇺🇸 # gopdebate # gopdebates,positive
8166,"RT @el_nuko: @Stonewall_77 @megynkelly @BretBaier @FrankLuntz @FoxNews @realDonaldTrump did #Jeb get 5, no 6 softball q's last night? #GOPD…","rt @ el_nuko : @ stonewall_77 @ megynkelly @ bretbaier @ frankluntz @ foxnews @ realdonaldtrump # jeb get 5 , 6 softball q 's last night ? # gopd…",positive
8167,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,rt @ donniewahlberg : enjoyed # gopdebates looking forward # democraticdebates next .,positive
8168,RT @RobbyLSU: What I learned last night... #MegynKelly should not be moderating debates. Came off as snarky and biased. #GOPDebate,rt @ robbylsu : learned last night ... # megynkelly moderating debate . came snarky biased . # gopdebate,negative
8169,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,rt @ rwsurfergirl : @ megynkelly posed adult pictures.should bring ? # gopdebate # gopdebates,positive
8170,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : need order another green apple martini process hell happened . 🇺🇸 # gopdebate # gopdebates,negative
8171,#GOPDebate @realDonaldTrump got the most time out of all the other ten people. #isthisajoke #DonaldTrump,# gopdebate @ realdonaldtrump got time ten people . # isthisajoke # donaldtrump,positive
8172,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
8173,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,rt @ rwsurfergirl : fox news obviously trying influence makeup republican field . 🇺🇸 # gopdebate # gopdebates,positive
8174,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates","rt @ salmasekela : senator cruz , word god ? spit tequila . damn megyn kelly , expensive kind . # gopdebates",positive
8175,"RT @shannonrwatts: Black men 10X more likely to be murdered w/gun as white men, black women 3X more likely to be murdered w/gun as white wo…","rt @ shannonrwatts : black men 10x likely murdered w/gun white men , black woman 3x likely murdered w/gun white wo…",negative
8176,#Reagan CRUSHED #TamirRice in last nights #gopDebate!,# reagan crushed # tamirrice last night # gopdebate !,negative
8177,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates","rt @ rwsurfergirl : @ tedcruz @ realdonaldtrump need take control debate , , 🇺🇸 # gopdebate # gopdebates",positive
8178,This is great - let's have a bunch of rich entitled MEN make decisions about #PlannedParenthood #GOPDebates,great - let 's bunch rich entitled men make decision # plannedparenthood # gopdebates,positive
8179,@TriciaNC1 @LUCruzCrew @FoxNews only has talked to Ted three times as of now. Why? #GOPDebates #GOPDebate #gop #TedCruz,@ tricianc1 @ lucruzcrew @ foxnews talked ted three time . ? # gopdebates # gopdebate # gop # tedcruz,positive
8180,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
8181,#GOPdebates @JohnKasich if you look at substance he needs to be in the discussion. He has been successful at every turn.,# gopdebates @ johnkasich look substance need discussion . successful every turn .,positive
8182,AMERICA BETTAH HAVE MY MONEY!!! #BBHMM #GOPDebate https://t.co/dxrmDWQvBe,america bettah money ! ! ! # bbhmm # gopdebate http : //t.co/dxrmdwqvbe,positive
8183,RT @faithcouch: Ya'll  want to look into the criminal activity of planned parenthood and not the police force??? Ok #GOPDebate,rt @ faithcouch : ya 'll want look criminal activity planned parenthood police force ? ? ? ok # gopdebate,negative
8184,RT @coryhaik: .@washingtonpost collab w @Genius on #GOPDebate was pretty awesome http://t.co/Y7HXub2yAz annotation is cool ;) http://t.co/W…,rt @ coryhaik : . @ washingtonpost collab w @ genius # gopdebate pretty awesome http : //t.co/y7hxub2yaz annotation cool ; ) http : //t.co/w…,positive
8185,RT @fritzisdead: Life begins after this debate ends. #GOPDebates,rt @ fritzisdead : life begin debate end . # gopdebates,positive
8186,I think after the #GOPDebate  last night it's official. Our election process has officially become a reality show! Trump/Kardashian 2016?,think # gopdebate last night 's official . election process officially become reality show ! trump/kardashian 2016 ?,positive
8187,"My response when @megynkelly tried to call @realDonaldTrump a sexist: ""CAN'T STUMP THE TRUMP!"" #GOPDebate",response @ megynkelly tried call @ realdonaldtrump sexist : `` ca n't stump trump ! '' # gopdebate,positive
8188,Mike Huckabee. You've not received the nomination too many times. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate,mike huckabee . 've received nomination many time . @ gop # gopdebate # gopdebate2016 # gopdebates # presidentialdebate,positive
8189,"RT @YaakovSchapiro: My #GOPDebate analysis, 3) Scott Walker = I expected more charisma, ideas &amp; solutions, Still has a strong chance, Might…","rt @ yaakovschapiro : # gopdebate analysis , 3 ) scott walker = expected charisma , idea & amp ; solution , still strong chance , might…",positive
8190,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…","rt @ larryelder : trump said , `` megyn , ask nine candidate , plan support win nomination . '' # gopdebat…",positive
8191,"Dear John Kasich, Beat your Republican friends with a gay tree branch : )  #GopDebates","dear john kasich , beat republican friend gay tree branch : ) # gopdebates",positive
8192,"c'mon, megyn, let's get to the issues: jade helm, fluoride, ""trayvon riots,"" fema camps, freemasonry, the trilateral commission #GOPDebates","c'mon , megyn , let 's get issue : jade helm , fluoride , `` trayvon riot , '' fema camp , freemasonry , trilateral commission # gopdebates",negative
8193,Congrats to @realDonaldTrump for your win in #GOPDebates polling last night. @Time @DRUDGE_REPORT Well done Sir! http://t.co/nDu4EO1VRX,congrats @ realdonaldtrump win # gopdebates polling last night . @ time @ drudge_report well done sir ! http : //t.co/ndu4eo1vrx,positive
